TF-gene,neural_posterior,spinal_cord,NMPs,tail_bud,PSM,somites,TF,TF_family
foxc1a_hnrnpub,0.024837516,0.027910104,0.028156389,0.025508597,0.0,0.0,foxc1a,fox
foxb1a_ubc,0.023989055,0.026509646,0.028487781,0.026429892,0.0,0.0,foxb1a,fox
foxd5_zbtb16a,0.0,0.0,-0.07269067,-0.06365178,-0.09108,-0.033339746,foxd5,fox
foxp4_id1,-0.03968846,0.0,-0.025978822,-0.0725038,-0.03757307,0.0,foxp4,fox
foxj1a_rps3a,0.0,0.0,0.0,-0.026577134,0.0,-0.036590382,foxj1a,fox
foxd5_eef1g,0.024574291,0.0,0.0,-0.029292148,0.0,0.0,foxd5,fox
foxd3_zbtb16a,0.0,0.0,0.0,-0.039660897,-0.03005735,0.0,foxd3,fox
foxd2_cx43.4,0.0,0.0,0.0,-0.034147177,-0.029821383,0.0,foxd2,fox
foxc1a_cx43.4,0.0,-0.04291276,-0.028688964,-0.04501806,-0.027252877,0.0,foxc1a,fox
foxc1a_szl,0.0,0.0,-0.04681086,-0.038433913,0.0,0.021257365,foxc1a,fox
foxd5_tbx16,0.0,0.0,-0.055766802,-0.032996252,-0.026624203,0.0,foxd5,fox
foxp4_nop58,0.0,0.0,-0.0403821,-0.033791773,-0.056207832,0.0,foxp4,fox
sox13_chrd,0.09080395,0.23096587,0.09623053,0.059587028,0.10503774,0.024134777,sox13,sox
sox11a_chrd,0.077911034,0.2776109,0.07939973,0.030131185,0.07484677,0.0236796,sox11a,sox
sox3_chrd,-0.059596706,-0.12113636,0.0,0.025825651,0.0,0.0,sox3,sox
sox19b_chrd,-0.02822824,-0.14101014,0.0,0.0,-0.03436009,0.0,sox19b,sox
sox11b_ved,0.0,0.0,0.051061418,0.07181339,0.046866454,0.0,sox11b,sox
sox3_fn1b,0.0,0.0,0.0,0.048550718,0.07025599,0.0,sox3,sox
sox3_anp32b,0.0,0.03355649,0.0,0.0,-0.027050154,0.0,sox3,sox
sox11a_her3,0.0,0.053579696,0.0355388,0.0,0.0,0.0,sox11a,sox
sox11a_rps7,0.0,0.037604485,0.027185999,0.0,0.0,0.0,sox11a,sox
sox11a_foxd5,0.0,0.029499294,0.03409768,0.0,0.0,0.0,sox11a,sox
sox11a_rpl12,0.0,0.029760102,0.028242128,0.0,0.0,0.0,sox11a,sox
sox19b_ube2c,0.0,0.024672823,0.028541284,0.0,0.0,0.0,sox19b,sox
sox2_ephb4b,0.0,0.02595454,0.026258487,0.0,0.0,0.0,sox2,sox
sox11b_tardbp,0.0,0.025705663,0.02519098,0.0,0.0,0.0,sox11b,sox
sox11a_rpl4,0.0,0.02494609,0.025239516,0.0,0.0,0.0,sox11a,sox
sox11a_top1l,0.0,0.04286471,0.0,0.0,0.028862165,0.0,sox11a,sox
sox3_marcksb,0.0,0.03317256,0.0,0.0,0.037391115,0.0,sox3,sox
sox11a_rpl7,0.0,0.031524293,0.0,0.0,0.028802022,0.0,sox11a,sox
sox11b_her15.2,0.0,0.027509976,0.0,0.0,0.029504105,0.0,sox11b,sox
sox3_tpx2,0.0,0.02434178,0.0,0.0,0.02933442,0.0,sox3,sox
sox11a_nop56,0.0,0.053853266,0.026845595,0.0,0.027665721,0.0,sox11a,sox
sox19a_hdgfl2,0.0,0.028727872,0.026843531,0.0,0.025484117,0.0,sox19a,sox
sox2_id1,0.049768373,0.034766547,0.0,0.0,0.0,0.03863097,sox2,sox
sox11a_abcf1,0.056043297,0.032586046,0.0,0.0,0.0,0.022526627,sox11a,sox
sox13_greb1l,0.05297459,0.031293567,0.0,0.0,0.0,0.020949844,sox13,sox
sox11b_dag1,0.053762726,0.045628183,0.0,0.0,0.0,0.0,sox11b,sox
sox11b_rnf220a,0.043328784,0.04974278,0.0,0.0,0.0,0.0,sox11b,sox
sox17_chrd,0.02904839,0.0292986,0.0,0.0,0.0,0.020858722,sox17,sox
sox19a_hmgn2,0.022749377,0.026768615,0.0,0.0,0.0,0.022544092,sox19a,sox
sox19b_tmsb4x,0.03581478,0.039598417,0.0,0.0,0.0,0.0,sox19b,sox
sox19a_pfn2l,0.034575775,0.040446036,0.0,0.0,0.0,0.0,sox19a,sox
sox11a_rnf220a,0.033617623,0.03962303,0.0,0.0,0.0,0.0,sox11a,sox
sox11a_dag1,0.03620313,0.036769327,0.0,0.0,0.0,0.0,sox11a,sox
sox11b_prickle2b,0.033825446,0.03633902,0.0,0.0,0.0,0.0,sox11b,sox
sox11b_col18a1a,0.04031704,0.029391557,0.0,0.0,0.0,0.0,sox11b,sox
sox11b_rfx4,0.039600078,0.033493165,0.0,0.0,0.0,0.0,sox11b,sox
sox11b_nova2,0.043822516,0.03691702,0.0,0.0,0.0,0.0,sox11b,sox
sox19a_hmgb1b,0.039872054,0.0387312,0.0,0.0,0.0,0.0,sox19a,sox
sox11a_anp32e,0.02489233,0.025283908,0.0,0.0,0.0,0.0,sox11a,sox
sox3_prickle2b,0.02324828,0.024819937,0.0,0.0,0.0,0.0,sox3,sox
sox19a_api5,0.02314744,0.026042655,0.0,0.0,0.0,0.0,sox19a,sox
sox3_cnbpb,0.027653443,0.027809227,0.0,0.0,0.0,0.0,sox3,sox
sox11b_adcy7,0.026302902,0.028923761,0.0,0.0,0.0,0.0,sox11b,sox
sox3_adcy7,0.025635995,0.03133066,0.0,0.0,0.0,0.0,sox3,sox
sox3_pnrc2,0.024982639,0.030024532,0.0,0.0,0.0,0.0,sox3,sox
sox3_dag1,0.024412487,0.029442247,0.0,0.0,0.0,0.0,sox3,sox
sox3_nop56,0.024055243,0.03376943,0.0,0.0,0.0,0.0,sox3,sox
sox11b_col4a5,0.022927692,0.032790206,0.0,0.0,0.0,0.0,sox11b,sox
sox19a_brd7,0.021299968,0.029567167,0.0,0.0,0.0,0.0,sox19a,sox
sox19b_rpl17,0.021585567,0.03145281,0.0,0.0,0.0,0.0,sox19b,sox
sox11b_dla,0.021270545,0.032570016,0.0,0.0,0.0,0.0,sox11b,sox
sox19a_hnrnpub,0.030088814,0.032482475,0.0,0.0,0.0,0.0,sox19a,sox
sox11b_cdh11,0.029504783,0.032781653,0.0,0.0,0.0,0.0,sox11b,sox
sox13_cdh11,0.029809307,0.03468984,0.0,0.0,0.0,0.0,sox13,sox
sox3_rfx4,0.028520199,0.03568348,0.0,0.0,0.0,0.0,sox3,sox
sox3_gli3,0.03314039,0.0314364,0.0,0.0,0.0,0.0,sox3,sox
sox2_syncrip,0.03259659,0.034253605,0.0,0.0,0.0,0.0,sox2,sox
sox11b_map7d1a,0.0299944,0.02467752,0.0,0.0,0.0,0.0,sox11b,sox
sox3_nova2,0.0336151,0.02679245,0.0,0.0,0.0,0.0,sox3,sox
sox2_nucks1a,0.03028606,0.028482497,0.0,0.0,0.0,0.0,sox2,sox
sox3_cdh7a,0.030232104,0.029211866,0.0,0.0,0.0,0.0,sox3,sox
sox19a_her3,0.029080484,0.045418765,0.0,0.0,0.0,0.0,sox19a,sox
sox3_rnf220a,0.02180744,0.04083108,0.0,0.0,0.0,0.0,sox3,sox
sox3_col4a5,0.024395121,0.03622024,0.0,0.0,0.0,0.0,sox3,sox
sox19a_rpl4,0.023226183,0.03842353,0.0,0.0,0.0,0.0,sox19a,sox
sox11b_greb1l,0.0401303,0.057651844,0.0,0.0,0.040212106,0.0,sox11b,sox
sox3_col18a1a,0.04412136,0.06360482,0.0,0.0,0.026547527,0.0,sox3,sox
sox11b_top1l,0.03623548,0.051039927,0.0,0.0,0.026174335,0.0,sox11b,sox
sox19a_akap12b,0.021834265,0.05170931,0.0,0.0,0.03048144,0.0,sox19a,sox
sox13_rnf220a,0.028086556,0.026968505,0.0,0.0,0.028352102,0.0,sox13,sox
sox3_map7d1a,0.027429277,0.0321896,0.0,0.0,0.028470669,0.0,sox3,sox
sox19a_ppp2cb,0.0310075,0.038359273,0.0,0.0,0.027313976,0.0,sox19a,sox
sox11a_syncrip,0.02333953,0.037880685,0.0,0.0,0.025662668,0.0,sox11a,sox
sox19a_snrpb2,0.032587714,0.024690954,0.03323173,0.0,0.0,0.0,sox19a,sox
sox19a_pabpn1,0.029617956,0.026653845,0.035630748,0.0,0.0,0.0,sox19a,sox
sox11a_atp5pb,0.037528478,0.03291551,0.031509224,0.0,0.0,0.0,sox11a,sox
sox19a_nop58,0.032840483,0.04232415,0.028277973,0.0,0.0,0.0,sox19a,sox
sox19a_polr2gl,0.031413272,0.041186363,0.03237746,0.0,0.0,0.0,sox19a,sox
sox19a_id1,0.031193985,0.039500367,0.029892592,0.0,0.0,0.0,sox19a,sox
sox19a_snrpg,0.032698736,0.039314467,0.045636475,0.0,0.0,0.025615752,sox19a,sox
sox19a_psmb2,0.0247097,0.034890234,0.035373736,0.0,0.0,0.023192577,sox19a,sox
sox11a_rps6,0.021357719,0.027299266,0.030000968,0.0,0.0,0.028954228,sox11a,sox
sox19a_rps6,0.04069428,0.046250362,0.031133495,0.0,0.0,0.043437853,sox19a,sox
sox19a_abcf1,0.056858744,0.04906407,0.038837284,0.0,0.0,0.02104164,sox19a,sox
sox19a_eef2b,0.04467702,0.051109288,0.026004411,0.0,0.0,0.020980466,sox19a,sox
sox11a_hspa8,0.032238547,0.043717023,0.025321908,0.0,0.0,0.021622814,sox11a,sox
sox11a_pcna,0.040936943,0.05705082,0.044849988,0.0,0.025636805,0.0,sox11a,sox
sox11a_cdh11,0.040919732,0.07110945,0.027218178,0.0,0.0,0.0,sox11a,sox
sox11a_rpl17,0.0,0.027132077,0.02515184,0.031221803,0.0,0.0,sox11a,sox
sox19a_nop56,0.0,0.0,0.04595602,0.044084594,0.0,0.021066925,sox19a,sox
sox11a_zgc:174153,0.0,0.0,0.026617229,0.027395245,0.0,0.0,sox11a,sox
sox11a_akap12b,0.0,0.0,0.028539525,0.030291338,0.0,0.0,sox11a,sox
sox11a_rpl13,0.0,0.0,0.027660133,0.03068052,0.0,0.0,sox11a,sox
sox11a_rpl6,0.0,0.0,0.036452882,0.02550372,0.0,0.0,sox11a,sox
sox11a_hsp90ab1,0.0,0.0,0.03345476,0.030031864,0.0,0.0,sox11a,sox
sox3_apoc1,0.0,0.0,0.027731782,0.040509135,0.0,0.0,sox3,sox
sox11b_prmt1,0.0,0.0,0.03704506,0.03445653,0.0,0.0,sox11b,sox
sox11a_npm1a,0.0,0.0,0.032015584,0.03606716,0.0,0.0,sox11a,sox
sox3_snrpg,0.0,0.0,0.043028034,0.042575046,0.0,0.0,sox3,sox
sox3_ved,0.0,0.0,0.04113658,0.04978524,0.0,0.0,sox3,sox
sox11a_ephb4b,0.0,0.0,0.052239142,0.03186294,0.0,0.0,sox11a,sox
sox11b_zbtb16a,0.0,0.0,0.042344112,0.031509668,0.0,0.0,sox11b,sox
sox11a_rpl29,0.023554163,0.0,0.02767717,0.0,0.0,0.0,sox11a,sox
sox19a_pdap1a,0.03366329,0.0,0.027474139,0.03218282,0.0,0.0,sox19a,sox
sox11b_cx43.4,0.027711688,0.0,0.039869554,0.028677125,0.0,0.0,sox11b,sox
sox11b_ube2v2,0.0,0.0305352,0.0,0.038604334,0.0,0.0,sox11b,sox
sox19b_ptmaa,0.027613191,0.033369526,0.0,0.03440099,0.0,0.0,sox19b,sox
sox11a_ube2v2,0.024329303,0.028010095,0.0,0.02704246,0.0,0.0,sox11a,sox
sox3_ctnnb1,0.023469102,0.02779912,0.0,0.033709034,0.0,0.0,sox3,sox
sox11a_rps4x,0.028340051,0.030983405,0.027622985,0.027762858,0.0,0.023014866,sox11a,sox
sox11a_cirbpb,0.022197356,0.02654014,0.025572088,0.032917198,0.0,0.028833507,sox11a,sox
sox19a_bcas2,0.029602088,0.03089204,0.028213978,0.02657334,0.0,0.0,sox19a,sox
sox11a_rpl7a,0.022478677,0.0319842,0.035442103,0.028357746,0.0,0.0,sox11a,sox
sox11a_eif4a1a,0.029257992,0.025017865,0.03135023,0.04173822,0.0,0.0,sox11a,sox
sox19a_ctnnb1,0.026360502,0.03889504,0.039082788,0.04074099,0.0,0.0,sox19a,sox
sox11b_snrpg,-0.021351827,0.0,0.0,0.02963422,0.0,0.0,sox11b,sox
sox11b_npm1a,0.0,0.0,0.0,0.025312683,0.0,0.028044352,sox11b,sox
sox2_chrd,0.0332337,0.0,0.0,0.0,0.0,0.022828115,sox2,sox
sox19a_atp5pb,0.026506107,0.0,0.0,0.0,0.0,0.03185262,sox19a,sox
sox19a_hmgn6,0.025355175,0.0,0.0,0.0,0.0,0.023230577,sox19a,sox
sox2_qkia,0.02299016,0.0,0.0,0.0,0.0,0.023195304,sox2,sox
sox2_pcna,0.02629047,0.0,0.0,0.034026593,0.0,0.0,sox2,sox
sox3_rpl7a,0.028453907,0.0,0.0,0.02909389,0.0,0.0,sox3,sox
sox19a_her15.2,0.024763724,0.0,0.0,0.029575957,0.0,0.0,sox19a,sox
sox2_rps5,0.02248375,0.0,0.0,0.03525368,0.0,0.036915097,sox2,sox
sox3_syncrip,0.03734303,0.0,0.0,0.02883542,0.0,0.034573827,sox3,sox
sox11a_serbp1a,0.04001632,0.0,0.0,0.029081266,0.0,0.02018525,sox11a,sox
sox11b_eif4g1a,0.0275189,0.0,0.0,0.02977473,0.0,0.021838227,sox11b,sox
sox19a_top1l,0.022084411,0.0,0.03838544,0.0,0.0385871,0.0,sox19a,sox
sox19a_aldoaa,0.0,0.0,0.03233935,0.0,0.031386215,0.02399695,sox19a,sox
sox11b_cdx4,0.0,0.0,0.0263058,0.0,0.029485987,0.0,sox11b,sox
sox11a_epha2a,0.0,0.0,0.025550535,0.0,0.028299455,0.0,sox11a,sox
sox11b_cirbpa,0.0,0.0,0.039005682,0.038226735,0.042857062,0.02974064,sox11b,sox
sox13_col18a1a,0.0,0.0,0.034325913,0.03518516,0.032909587,0.032015417,sox13,sox
sox11b_qkia,0.026569989,0.0,0.031743106,0.02759737,0.0343476,0.0,sox11b,sox
sox11b_akap12b,0.0,0.0,0.040586386,0.029393595,0.026991677,0.0,sox11b,sox
sox3_ptmaa,0.0,0.0,0.025442513,0.034376338,0.031109577,0.0,sox3,sox
sox19a_gnl3,0.0,0.0,0.0,0.0,0.037260506,0.030394455,sox19a,sox
sox11b_cnbpb,0.0,0.0,0.0,0.0,0.031806484,0.024868038,sox11b,sox
sox11b_her1,0.0,0.0,0.0,0.0,0.027537426,0.021065231,sox11b,sox
sox19a_fbl,0.0,0.0,0.0,0.0,0.025611136,0.023624375,sox19a,sox
sox13_nova2,0.029862268,0.02471484,0.0,0.0,0.028141512,0.021241464,sox13,sox
sox3_pcna,0.025076369,0.02473593,0.0,0.0,0.037886664,0.032415103,sox3,sox
sox13_rfx4,0.034011647,0.0,0.0,0.0,0.03148071,0.0,sox13,sox
sox3_rps4x,0.027318858,0.0,0.0,0.0,0.026727341,0.0,sox3,sox
sox11b_hnrnpub,0.025684977,0.0,0.0,0.0,0.033514872,0.0,sox11b,sox
sox11a_bzw1a,0.023259442,0.0,0.0,0.0,0.029416567,0.0,sox11a,sox
sox19a_setb,0.03467571,0.0,0.0,0.0,0.035781935,0.02177342,sox19a,sox
sox11b_nucks1a,0.024871072,0.0,0.0,0.0,0.04083108,0.021065542,sox11b,sox
sox2_prmt1,0.04623775,0.0,0.0,0.037990864,0.03743706,0.027761962,sox2,sox
sox2_abcf1,0.029546687,0.0,0.0,0.031864524,0.026909078,0.02475012,sox2,sox
sox11b_nop56,0.027948018,0.0,0.0,0.03801636,0.039487667,0.023375286,sox11b,sox
sox19a_her8a,0.023377161,0.0,0.0,0.027834084,0.026053369,0.0,sox19a,sox
sox19a_ccdc59,0.02278885,0.0,0.0,0.025519669,0.026967933,0.0,sox19a,sox
sox19a_ppig,0.027392605,0.0,0.0,0.029328316,0.032895807,0.0,sox19a,sox
sox19a_mcm3,0.022570293,0.0,0.0,0.032675687,0.030246355,0.0,sox19a,sox
sox11b_abcf1,0.0,0.0,0.0,0.03866092,0.038174625,0.022656655,sox11b,sox
sox3_akap12b,0.0,0.0,0.0,0.026132304,0.03202174,0.021201044,sox3,sox
sox2_hoxa9b,0.0,0.0,0.0,0.045273427,0.042041376,0.0,sox2,sox
sox2_tma7,0.0,0.0,0.0,0.036040537,0.03864587,0.0,sox2,sox
sox19a_eif4e1c,0.0,0.0,0.0,0.035485834,0.03856635,0.0,sox19a,sox
sox2_zbtb16a,0.0,0.0,0.0,0.03221292,0.034995124,0.0,sox2,sox
sox19a_snrnp70,0.0,0.0,0.0,0.028341778,0.034678902,0.0,sox19a,sox
sox2_rps7,0.0,0.0,0.0,0.030289924,0.02910093,0.0,sox2,sox
sox19b_marcksl1b,0.0,0.0,0.0,0.0292941,0.030318087,0.0,sox19b,sox
sox3_cirbpa,0.0,0.0,0.0,0.027102498,0.027494155,0.0,sox3,sox
sox6_zbtb16a,0.0,0.0,0.0,0.025271025,0.028240321,0.0,sox6,sox
sox2_rpl19,0.0,0.0,0.0,0.037142146,0.02568693,0.0,sox2,sox
sox11b_hsp90ab1,0.0,0.0,0.0,0.036257215,0.030087393,0.0,sox11b,sox
sox2_stm,0.0,0.0,0.0,0.035344303,0.03170208,0.0,sox2,sox
sox19a_syncrip,0.06898682,0.070620626,0.07474367,0.05582676,0.031602886,0.053841483,sox19a,sox
sox19a_rps5,0.06196605,0.06538243,0.06989984,0.06325581,0.07671248,0.07187108,sox19a,sox
sox19a_hspa8,0.03302115,0.07830953,0.07685388,0.071858406,0.08496513,0.043797452,sox19a,sox
sox19a_cbx3a,0.035147768,0.031008713,0.048900805,0.04735748,0.07958598,0.035897437,sox19a,sox
sox19a_prmt1,0.04687898,0.06980951,0.063062504,0.048126422,0.051186804,0.047586363,sox19a,sox
sox19a_cirbpa,0.052648425,0.072101854,0.07378596,0.056898374,0.05864602,0.047371242,sox19a,sox
sox19a_rps7,0.049158253,0.06957559,0.06442934,0.061468694,0.065758534,0.042592373,sox19a,sox
sox19a_rpl19,0.050992828,0.06372259,0.04394643,0.073387414,0.06515798,0.04454101,sox19a,sox
sox19a_rpl17,0.052834235,0.06433866,0.056762867,0.06554251,0.081081174,0.037686057,sox19a,sox
sox19a_hmga1a,0.05121191,0.07568021,0.052024517,0.07093349,0.07624165,0.03468465,sox19a,sox
sox19a_rpl18,0.052499067,0.0574057,0.036609493,0.04921806,0.06674218,0.039725613,sox19a,sox
sox11b_stm,0.03787831,0.04246726,0.05258078,0.06410529,0.061868977,0.03939471,sox11b,sox
sox19a_eef1g,0.032996215,0.042147685,0.060710516,0.05809507,0.07047613,0.036229115,sox19a,sox
sox19a_rpl8,0.0399598,0.0639625,0.047268342,0.05325081,0.06766031,0.030814392,sox19a,sox
sox19a_rpl7,0.04720656,0.059855584,0.05890324,0.06062825,0.056634843,0.03445088,sox19a,sox
sox19a_serbp1a,0.042577352,0.051104862,0.0567196,0.06341255,0.061687846,0.031550884,sox19a,sox
sox19a_rps10,0.04084377,0.054030564,0.05528422,0.055449583,0.0627176,0.031737797,sox19a,sox
sox11b_tmsb4x,0.0,0.029295934,0.0,0.029240072,0.028117236,0.034806732,sox11b,sox
sox3_tmsb4x,0.0,0.04208705,0.0,0.034747023,0.056130804,0.0,sox3,sox
sox19a_npm1a,0.031265214,0.04363532,0.0,0.03948186,0.027894877,0.0,sox19a,sox
sox11a_nova2,0.03347125,0.04160534,0.0,0.026107632,0.026411165,0.0,sox11a,sox
sox11a_ctnnb1,0.024689455,0.043365337,0.0,0.026203701,0.02730869,0.0,sox11a,sox
sox19b_cirbpa,0.022356542,0.038374223,0.0,0.025843259,0.028608516,0.0,sox19b,sox
sox19a_marcksl1b,0.04099896,0.036196623,0.0,0.03206398,0.046547275,0.0,sox19a,sox
sox19a_pnrc2,0.03425357,0.033389006,0.0,0.038502477,0.032965597,0.0,sox19a,sox
sox19a_apex1,0.031029247,0.029302975,0.0,0.030280398,0.03815777,0.0,sox19a,sox
sox19a_cnbpb,0.033661615,0.046288613,0.0,0.051492166,0.052206583,0.03224372,sox19a,sox
sox13_map7d1a,0.030377438,0.034256894,0.0,0.0263233,0.040038396,0.023838583,sox13,sox
sox11a_rps5,0.024176609,0.03619172,0.0,0.038539823,0.04197632,0.029356867,sox11a,sox
sox11a_tubb2b,0.046890266,0.08228284,0.05779284,0.028681036,0.034013472,0.022914356,sox11a,sox
sox19a_hnrnpa1b,0.041179854,0.06093749,0.062894024,0.05806685,0.047642723,0.0,sox19a,sox
sox19a_eif5a2,0.046442207,0.04444737,0.03723973,0.0,0.038652416,0.027028058,sox19a,sox
sox19a_ubc,0.03304564,0.025123414,0.033776976,0.0,0.03457137,0.033071645,sox19a,sox
sox19a_nucks1a,0.055446852,0.042978577,0.054017253,0.0,0.05830621,0.02462813,sox19a,sox
sox19a_cfl1,0.038141523,0.059038993,0.036362946,0.0,0.06252335,0.028942386,sox19a,sox
sox11b_rps5,0.0,0.038914952,0.05363593,0.031569116,0.04061797,0.02305215,sox11b,sox
sox19a_tmsb4x,0.05789429,0.039608106,0.038551018,0.026449822,0.045172874,0.0,sox19a,sox
sox19a_anp32b,0.044449802,0.038813043,0.050715826,0.04715493,0.027503327,0.0,sox19a,sox
sox11a_rack1,0.027174287,0.047904678,0.05589805,0.048108242,0.03091641,0.0,sox11a,sox
sox11a_si:dkey-67c22.2,0.026619373,0.03466483,0.046857376,0.035663676,0.02879388,0.0,sox11a,sox
sox3_hnrnpa1b,0.024569146,0.025687795,0.03576476,0.054037057,0.04031008,0.0,sox3,sox
sox19a_srrm1,0.027916947,0.03387563,0.038199138,0.03835108,0.045012258,0.0,sox19a,sox
sox19a_si:dkey-67c22.2,0.02549256,0.024450758,0.03343712,0.042473547,0.04680217,0.0,sox19a,sox
sox19a_eif4a1a,0.024578188,0.028203128,0.040882055,0.044831295,0.04137286,0.0,sox19a,sox
sox19a_seta,0.030894293,0.050396916,0.025309265,0.028435664,0.04215009,0.0,sox19a,sox
sox11b_marcksl1b,0.041624345,0.035014514,0.03414635,0.03722866,0.05166193,0.0,sox11b,sox
sox19a_rpl10a,0.02832376,0.034860205,0.03439406,0.02946496,0.046716448,0.0,sox19a,sox
sox19a_anp32e,0.026867924,0.03392858,0.027812336,0.026132103,0.05225729,0.0,sox19a,sox
sox19a_ran,0.061076023,0.043355443,0.04055508,0.04679795,0.027600255,0.036964968,sox19a,sox
sox19a_pcna,0.023564657,0.044899322,0.05703405,0.043708645,0.03686583,0.028431874,sox19a,sox
sox19a_eif3g,0.03097957,0.052348625,0.055242244,0.047623083,0.050591707,0.029427124,sox19a,sox
sox19a_tubb4b,0.029549982,0.049020752,0.05079178,0.036989953,0.051640403,0.028407361,sox19a,sox
sox19a_h3f3d,0.029252665,0.05286833,0.04011073,0.03378024,0.047776055,0.02486874,sox19a,sox
sox19a_tuba1a,0.033726845,0.051910255,0.033027112,0.03727579,0.042123295,0.023421882,sox19a,sox
sox19a_eef1a1l1,0.030204969,0.04760425,0.036605645,0.032598305,0.039959233,0.026413037,sox19a,sox
sox11a_tmsb4x,0.03352244,0.048095234,0.037785426,0.048747353,0.04431323,0.029601285,sox11a,sox
sox19a_rps24,0.038416788,0.048789162,0.03793325,0.038678084,0.043831296,0.033581898,sox19a,sox
sox19a_khdrbs1a,0.03232227,0.05120837,0.036394607,0.03946856,0.045334194,0.031319883,sox19a,sox
sox11a_cirbpa,0.044609103,0.052035574,0.035299253,0.032358233,0.047098912,0.038001463,sox11a,sox
sox19a_hnrnpaba,0.04183074,0.04883691,0.036257513,0.030585276,0.051207893,0.030659944,sox19a,sox
sox19a_rpl9,0.038652312,0.042837735,0.039117288,0.033215944,0.050893314,0.035427522,sox19a,sox
sox19a_rps18,0.043108694,0.05554038,0.044447318,0.026238337,0.035348866,0.035983283,sox19a,sox
sox19a_cirbpb,0.039824188,0.05591023,0.046353802,0.03140132,0.038789626,0.03855296,sox19a,sox
sox19a_rpl28,0.042514667,0.045555465,0.043645266,0.038517337,0.039248772,0.035332344,sox19a,sox
sox19a_hmgb2a,0.038431466,0.046350684,0.041441385,0.031177063,0.039208878,0.031417575,sox19a,sox
sox19a_rack1,0.040183496,0.055169318,0.044582333,0.044255264,0.03714443,0.03599449,sox19a,sox
sox19a_ptmab,0.043362625,0.05690409,0.04695149,0.043192018,0.048332997,0.03490783,sox19a,sox
sox19a_tma7,0.043098494,0.055144396,0.05576023,0.046959557,0.043752655,0.03423794,sox19a,sox
sox19a_rpl6,0.045654044,0.061022725,0.04142479,0.039251942,0.06014959,0.029311312,sox19a,sox
sox19a_hsp90ab1,0.04182442,0.048240934,0.04903439,0.03891865,0.059903104,0.03456755,sox19a,sox
sox19a_rps4x,0.04582308,0.06134581,0.050507605,0.036916498,0.05511272,0.0391687,sox19a,sox
sox19a_rpl7a,0.04044826,0.05841807,0.047124445,0.03126442,0.055683035,0.032374788,sox19a,sox
sox19a_tubb2b,0.03651392,0.056207053,0.05113066,0.03509989,0.057801373,0.038743064,sox19a,sox
sox19a_rpl29,0.047445286,0.040339533,0.027263517,0.027442168,0.03594307,0.03708897,sox19a,sox
sox19a_rps2,0.031228844,0.029939571,0.025765648,0.028399017,0.03868622,0.03230865,sox19a,sox
sox19a_rpl35,0.0371377,0.036172558,0.03109445,0.042030923,0.033243567,0.030631777,sox19a,sox
sox19a_rpl13,0.039951432,0.035629045,0.041971363,0.031819373,0.030850768,0.03214132,sox19a,sox
sox19a_bzw1a,0.0337875,0.04312422,0.042413164,0.029950302,0.03254929,0.026516799,sox19a,sox
sox19a_rps14,0.037408706,0.03998691,0.036117956,0.028010255,0.034461904,0.030146517,sox19a,sox
sox19a_rpl12,0.031817134,0.04203079,0.03596876,0.027217569,0.03581095,0.028655984,sox19a,sox
sox19a_tuba8l4,0.033162363,0.03761324,0.027224459,0.028793816,0.02692554,0.027149564,sox19a,sox
sox19a_ptmaa,0.03015509,0.04365814,0.03102182,0.03241764,0.0356342,0.02091448,sox19a,sox
sox19a_si:ch73-281n10.2,0.023450399,0.039472282,0.035608876,0.029916314,0.030900756,0.02099009,sox19a,sox
sox19a_rpsa,0.04210641,0.045200318,0.026874624,0.03738949,0.06244294,0.029872552,sox19a,sox
sox13_dag1,0.038061533,0.029718347,0.040503625,0.033888925,0.0503799,0.029237319,sox13,sox
sox19a_ube2d2,0.031281106,0.03548727,0.034406863,0.04267765,0.052774817,0.023939008,sox19a,sox
sox19a_rpl24,0.028333057,0.036596764,0.034477282,0.045285903,0.045429014,0.029502546,sox19a,sox
sox11b_id1,0.03357499,0.03886672,0.09454397,0.060023595,0.0,0.03840288,sox11b,sox
sox11b_apoc1,0.022226593,0.0,0.08198997,0.050519925,0.03939549,0.033536166,sox11b,sox
sox11b_syncrip,0.0,0.025002092,0.07158855,0.05224436,0.06957929,0.061564393,sox11b,sox
sox11b_chrd,0.03405273,-0.059417427,0.0,0.0,0.0,0.0,sox11b,sox
sox19b_zbtb16a,0.0,-0.029614342,-0.026908804,-0.078269035,-0.06881103,0.0,sox19b,sox
sox13_snrpg,-0.044868033,-0.03954052,-0.02545276,-0.05902615,-0.061157823,0.0,sox13,sox
sox19a_zbtb16a,-0.030497678,-0.040623162,-0.039286613,-0.060381666,-0.07485647,0.0,sox19a,sox
sox13_fn1b,0.0,-0.028840499,-0.039512515,-0.048517134,-0.03495809,-0.039333884,sox13,sox
sox19b_id1,-0.02205804,-0.024347717,-0.036541484,-0.06835622,-0.032345682,0.0,sox19b,sox
sox13_id1,0.0,-0.02773461,-0.04466899,-0.051329583,-0.050150186,0.0,sox13,sox
sox11a_cfl1,0.0,0.0,-0.03667192,-0.060155123,-0.04575879,0.0,sox11a,sox
sox13_dlc,0.0,0.0,-0.030462649,-0.049076233,-0.051527634,0.0,sox13,sox
sox13_her1,0.0,0.0,-0.027816111,-0.043419614,-0.047114737,0.0,sox13,sox
